ti_uid	target	indication_mesh_id	indication_mesh_term	historical_max_phase	active_max_phase	combined_max_phase	succ_p_1	succ_1_2	succ_2_3	succ_3_a	succ	minikel_support	orphan	year_launch	target_status	indication_area	gpmap_support	eQTL_support	sQTL_support	mQTL_support	pQTL_support	n_supporting_trait_gpmap	supporting_trait_gpmap	supporting_trait_name_gpmap	supporting_tissue	n_supporting_tissue	gpmap_support_rare	gpmap_support_any	gpmap_support_coloc_pairs	Brain/nervous system	Blood cell	Kidney	Muscle Skeletal	Breast Mammary Tissue	Digestive	Adipose	Plasma	Skin	Testis	Lung	Thyroid	Spleen	Heart	Ovary	Pancreas	Liver	Prostate	Uterus	Pituitary	Vagina	Bladder	gene_id	distinct_trait_categories	distinct_protein_coding_genes	genescore_gene_cut	genescore_category_cut
ABCC1-D008545	ABCC1	D008545	Melanoma	Preclinical	""	Preclinical	FALSE				FALSE	FALSE	FALSE		unsupported target	oncology	FALSE	FALSE	FALSE	FALSE		0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2560	1	1	(-Inf,1]	(-Inf,1]
ABCC1-D009369	ABCC1	D009369	Neoplasms	Preclinical	""	Preclinical	FALSE				FALSE	FALSE	FALSE		unsupported target	oncology	FALSE	FALSE	FALSE	FALSE		0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2560	1	1	(-Inf,1]	(-Inf,1]
ABCC1-D010190	ABCC1	D010190	Pancreatic Neoplasms	Phase II	""	Phase II	TRUE	TRUE	FALSE		FALSE	FALSE	FALSE		unsupported target	oncology	FALSE	FALSE	FALSE	FALSE		0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2560	1	1	(-Inf,1]	(-Inf,1]
ABCC1-D011471	ABCC1	D011471	Prostatic Neoplasms	Preclinical	""	Preclinical	FALSE				FALSE	FALSE	FALSE		unsupported target	oncology	FALSE	FALSE	FALSE	FALSE		0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2560	1	1	(-Inf,1]	(-Inf,1]
ABCC1-D015179	ABCC1	D015179	Colorectal Neoplasms	Phase II	""	Phase II	TRUE	TRUE	FALSE		FALSE	FALSE	FALSE		unsupported target	oncology	FALSE	FALSE	FALSE	FALSE		0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2560	1	1	(-Inf,1]	(-Inf,1]
ABCC1-D015212	ABCC1	D015212	Inflammatory Bowel Diseases	Preclinical	""	Preclinical	FALSE				FALSE	FALSE	FALSE		unsupported target	digestive	FALSE	FALSE	FALSE	FALSE		0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2560	1	1	(-Inf,1]	(-Inf,1]
ABCC4-D009369	ABCC4	D009369	Neoplasms	Preclinical	""	Preclinical	FALSE				FALSE	FALSE	FALSE		unsupported target	oncology	FALSE	FALSE	FALSE	FALSE		0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	5352	1	0	(-Inf,1]	(-Inf,1]
ABCC8-D000787	ABCC8	D000787	Angina Pectoris	Preclinical	""	Preclinical	FALSE				FALSE	FALSE	FALSE		unsupported target	cardiovascular, signs/symptoms	FALSE	FALSE	FALSE	FALSE		0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	111	4	4	(1,5]	(1,5]
ABCC8-D003920	ABCC8	D003920	Diabetes Mellitus	Launched	Launched	Launched	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	2019	genetically supported target	metabolic, endocrine	TRUE	FALSE	TRUE	TRUE		4	ebi-a-GCST90025974;ukb-b-10753;ukb-b-12948;ebi-a-GCST90014006	Hemoglobin A1c levels;Diabetes diagnosed by doctor;Non-cancer illness code, self-reported: diabetes;Glycated haemoglobin HbA1c levels (UKB data field 30750)	Blood cell;Brain/nervous system	2	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	111	4	4	(1,5]	(1,5]
ABCC8-D003924	ABCC8	D003924	Diabetes Mellitus, Type 2	Launched	Launched	Launched	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE		genetically supported target	metabolic, endocrine	TRUE	FALSE	TRUE	TRUE		3	ebi-a-GCST006867;ebi-a-GCST90013892;ebi-a-GCST90013942	Type 2 diabetes;Type 2 diabetes (Firth correction);Type 2 diabetes (SPA correction)	Blood cell;Brain/nervous system	2	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	111	4	4	(1,5]	(1,5]
ABCC8-D006973	ABCC8	D006973	Hypertension	Preclinical	""	Preclinical	FALSE				FALSE	FALSE	FALSE		unsupported target	cardiovascular	TRUE	TRUE	TRUE	TRUE		6	ebi-a-GCST90018970;ebi-a-GCST90029010;ebi-a-GCST90029011;ukb-b-14057;ebi-a-GCST90013916;ebi-a-GCST90013966	Pulse pressure;Diastolic blood pressure;Systolic blood pressure;Non-cancer illness code, self-reported: hypertension;High blood pressure (UKB data field 6150) (Firth correction);High blood pressure (UKB data field 6150) (SPA correction)	Blood cell;Brain/nervous system	2	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	111	4	4	(1,5]	(1,5]
ABCC8-D009203	ABCC8	D009203	Myocardial Infarction	Phase I	""	Phase I	TRUE	FALSE			FALSE	FALSE	TRUE		unsupported target	cardiovascular, signs/symptoms	FALSE	FALSE	FALSE	FALSE		0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	111	4	4	(1,5]	(1,5]
ABCC8-D013345	ABCC8	D013345	Subarachnoid Hemorrhage	Phase I	""	Phase I	TRUE	FALSE			FALSE	FALSE	TRUE		unsupported target	neurology, cardiovascular, signs/symptoms	FALSE	FALSE	FALSE	FALSE		0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	111	4	4	(1,5]	(1,5]
ABCC8-D020521	ABCC8	D020521	Stroke	""	Phase III	Phase III	TRUE	TRUE	TRUE		FALSE	FALSE	TRUE		unsupported target	neurology, cardiovascular	FALSE	FALSE	FALSE	FALSE		0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	111	4	4	(1,5]	(1,5]
ABCC9-D000505	ABCC9	D000505	Alopecia	Launched	Launched	Launched	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE		unsupported target	dermatology, signs/symptoms	FALSE	FALSE	FALSE	FALSE		0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1005	3	2	(1,5]	(1,5]
ABCC9-D000506	ABCC9	D000506	Alopecia Areata	Launched	Launched	Launched	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE		unsupported target	dermatology	FALSE	FALSE	FALSE	FALSE		0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1005	3	2	(1,5]	(1,5]
ABCC9-D000787	ABCC9	D000787	Angina Pectoris	Preclinical	""	Preclinical	FALSE				FALSE	FALSE	FALSE		unsupported target	cardiovascular, signs/symptoms	FALSE	FALSE	FALSE	FALSE		0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1005	3	2	(1,5]	(1,5]
ABCC9-D002318	ABCC9	D002318	Cardiovascular Diseases	Preclinical	""	Preclinical	FALSE				FALSE	FALSE	FALSE		unsupported target	cardiovascular	FALSE	FALSE	FALSE	FALSE		0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1005	3	2	(1,5]	(1,5]
ABCC9-D003920	ABCC9	D003920	Diabetes Mellitus	Preclinical	""	Preclinical	FALSE				FALSE	FALSE	FALSE		unsupported target	metabolic, endocrine	FALSE	FALSE	FALSE	FALSE		0	""	""	""	0	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1005	3	2	(1,5]	(1,5]
ABCC9-D006973	ABCC9	D006973	Hypertension	Preclinical	""	Preclinical	FALSE				FALSE	TRUE	FALSE		genetically supported target	cardiovascular	TRUE	TRUE	TRUE	FALSE		1	ebi-a-GCST90018970	Pulse pressure	Brain/nervous system;Kidney;Muscle Skeletal	3	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1005	3	2	(1,5]	(1,5]
ABCC9-D007676	ABCC9	D007676	Kidney Failure, Chronic	Preclinical	""	Preclinical	FALSE				FALSE	FALSE	FALSE		unsupported target	other	TRUE	TRUE	TRUE	FALSE		1	ebi-a-GCST90018979	Serum creatinine levels	Brain/nervous system;Kidney;Muscle Skeletal	3	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1005	3	2	(1,5]	(1,5]
ABCC9-D058186	ABCC9	D058186	Acute Kidney Injury	""	Preclinical	Preclinical					FALSE	FALSE	FALSE		unsupported target	other	TRUE	TRUE	TRUE	FALSE		1	ebi-a-GCST90018979	Serum creatinine levels	Brain/nervous system;Kidney;Muscle Skeletal	3	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1005	3	2	(1,5]	(1,5]
ABCG2-D009369	ABCG2	D009369	Neoplasms	Preclinical	""	Preclinical	FALSE				FALSE	FALSE	FALSE		unsupported target	oncology	FALSE	FALSE	FALSE	FALSE		0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	4610	2	3	(1,5]	(1,5]
ABCG5-D006949	ABCG5	D006949	Hyperlipidemias	Preclinical	""	Preclinical	FALSE				FALSE	TRUE	FALSE		genetically supported target	metabolic	TRUE	TRUE	FALSE	TRUE		60	ebi-a-GCST90018961;ebi-a-GCST90025953;ebi-a-GCST90029021;ebi-a-GCST90092883;ebi-a-GCST000760;ebi-a-GCST90092968;ukb-b-10912;ebi-a-GCST90092972;ebi-a-GCST90092814;ebi-a-GCST90092810;ebi-a-GCST90092974;ebi-a-GCST90092939;ebi-a-GCST90092976;ebi-a-GCST90093028;ebi-a-GCST90013882;ebi-a-GCST90013932;ukb-b-12651;ebi-a-GCST90092880;ebi-a-GCST90093032;ebi-a-GCST90092970;ebi-a-GCST90092969;ebi-a-GCST90093035;ebi-a-GCST90092933;ebi-a-GCST90092973;ebi-a-GCST90092987;ebi-a-GCST90093036;ebi-a-GCST90093034;ebi-a-GCST90092979;ebi-a-GCST90092977;ebi-a-GCST90092943;ebi-a-GCST90093001;ebi-a-GCST90092839;ebi-a-GCST90093030;ebi-a-GCST90092923;ebi-a-GCST90092971;ebi-a-GCST90092930;ebi-a-GCST90092975;ebi-a-GCST90093029;ebi-a-GCST90092864;ebi-a-GCST90093039;ebi-a-GCST90093033;ebi-a-GCST90093031;ebi-a-GCST90092857;ebi-a-GCST90092845;ebi-a-GCST90092999;ebi-a-GCST90092991;ebi-a-GCST90092881;ebi-a-GCST90092842;ebi-a-GCST90092832;ebi-a-GCST90092879;ebi-a-GCST90092867;ebi-a-GCST90092869;ebi-a-GCST90104005;ebi-a-GCST90104003;ebi-a-GCST90104006;ebi-a-GCST90092953;ebi-a-GCST90092837;ebi-a-GCST90093027;ebi-a-GCST90093017;ebi-a-GCST90092871	LDL cholesterol;Total cholesterol levels;High cholesterol;LDL cholesterol levels;Cholesterol, total;Cholesterol levels in small VLDL;Non-cancer illness code, self-reported: high cholesterol;Free cholesterol levels in small VLDL;Clinical LDL cholesterol levels;Ratio of apolipoprotein B to apolipoprotein A1 levels;Total lipid levels in small VLDL;Polyunsaturated fatty acid levels;Phospholipid levels in small VLDL;Cholesterol levels in very small VLDL;High cholesterol (Firth correction);High cholesterol (SPA correction);Diagnoses - secondary ICD10: E78.0 Pure hypercholesterolaemia;Linoleic acid levels;Free cholesterol levels in very small VLDL;Cholesteryl ester levels in small VLDL;Cholesterol to total lipids ratio in small VLDL;Concentration of very small VLDL particles;Omega-6 fatty acid levels;Free cholesterol to total lipids ratio in small VLDL;Total fatty acid levels;Phospholipid levels in very small VLDL;Total lipid levels in very small VLDL;Triglycerides to total lipids ratio in small VLDL;Phospholipids to total lipids ratio in small VLDL;Remnant cholesterol (non-HDL, non-LDL -cholesterol);Phospholipid levels in VLDL;Phospholipid levels in IDL;Cholesteryl ester levels in very small VLDL;Concentration of medium VLDL particles;Cholesteryl esters to total lipids ratio in small VLDL;Total cholesterol minus HDL-C levels;Concentration of small VLDL particles;Cholesterol to total lipids ratio in very small VLDL;Phospholipid levels in large LDL;Triglycerides to total lipids ratio in very small VLDL;Free cholesterol to total lipids ratio in very small VLDL;Cholesteryl esters to total lipids ratio in very small VLDL;Cholesterol to total lipids ratio in large LDL;Cholesterol to total lipids ratio in large HDL;Total lipid levels in VLDL;Total phospholipid levels in lipoprotein particles;Ratio of linoleic acid to total fatty acids;Triglycerides to total lipids ratio in IDL;Cholesterol to total lipids ratio in IDL;Triglycerides to total lipids ratio in large VLDL;Triglycerides to total lipids ratio in large LDL;Cholesterol to total lipids ratio in large VLDL;Familial combined hyperlipidemia defined by Dutch criteria;Familial combined hyperlipidemia defined by Brunzell criteria;Familial combined hyperlipidemia defined by Consensus criteria;Phospholipids to total lipids ratio in small HDL;Total lipid levels in IDL;Triglycerides to total lipids ratio in very large VLDL;Cholesterol to total lipids ratio in very large VLDL;Cholesteryl esters to total lipids ratio in large VLDL	Blood cell;Breast Mammary Tissue;Digestive	3	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	7219	6	1	(-Inf,1]	(5,15]
ABCG8-D006949	ABCG8	D006949	Hyperlipidemias	Preclinical	""	Preclinical	FALSE				FALSE	TRUE	FALSE		genetically supported target	metabolic	TRUE	TRUE	FALSE	FALSE		57	ebi-a-GCST90018961;ebi-a-GCST90025953;ebi-a-GCST90029021;ebi-a-GCST90092883;ebi-a-GCST000760;ebi-a-GCST90092968;ukb-b-10912;ebi-a-GCST90092972;ebi-a-GCST90092814;ebi-a-GCST90092810;ebi-a-GCST90092974;ebi-a-GCST90092939;ebi-a-GCST90092976;ebi-a-GCST90093028;ebi-a-GCST90013882;ebi-a-GCST90013932;ukb-b-12651;ebi-a-GCST90092880;ebi-a-GCST90093032;ebi-a-GCST90092970;ebi-a-GCST90092969;ebi-a-GCST90093035;ebi-a-GCST90092933;ebi-a-GCST90092973;ebi-a-GCST90092987;ebi-a-GCST90093036;ebi-a-GCST90093034;ebi-a-GCST90092979;ebi-a-GCST90092977;ebi-a-GCST90092943;ebi-a-GCST90093001;ebi-a-GCST90092839;ebi-a-GCST90093030;ebi-a-GCST90092923;ebi-a-GCST90092971;ebi-a-GCST90092930;ebi-a-GCST90092975;ebi-a-GCST90093029;ebi-a-GCST90092864;ebi-a-GCST90093039;ebi-a-GCST90093033;ebi-a-GCST90093031;ebi-a-GCST90092857;ebi-a-GCST90092999;ebi-a-GCST90092991;ebi-a-GCST90092881;ebi-a-GCST90092842;ebi-a-GCST90092832;ebi-a-GCST90092879;ebi-a-GCST90092867;ebi-a-GCST90092869;ebi-a-GCST90104005;ebi-a-GCST90104003;ebi-a-GCST90104006;ebi-a-GCST90092953;ebi-a-GCST90092837;ebi-a-GCST90093027	LDL cholesterol;Total cholesterol levels;High cholesterol;LDL cholesterol levels;Cholesterol, total;Cholesterol levels in small VLDL;Non-cancer illness code, self-reported: high cholesterol;Free cholesterol levels in small VLDL;Clinical LDL cholesterol levels;Ratio of apolipoprotein B to apolipoprotein A1 levels;Total lipid levels in small VLDL;Polyunsaturated fatty acid levels;Phospholipid levels in small VLDL;Cholesterol levels in very small VLDL;High cholesterol (Firth correction);High cholesterol (SPA correction);Diagnoses - secondary ICD10: E78.0 Pure hypercholesterolaemia;Linoleic acid levels;Free cholesterol levels in very small VLDL;Cholesteryl ester levels in small VLDL;Cholesterol to total lipids ratio in small VLDL;Concentration of very small VLDL particles;Omega-6 fatty acid levels;Free cholesterol to total lipids ratio in small VLDL;Total fatty acid levels;Phospholipid levels in very small VLDL;Total lipid levels in very small VLDL;Triglycerides to total lipids ratio in small VLDL;Phospholipids to total lipids ratio in small VLDL;Remnant cholesterol (non-HDL, non-LDL -cholesterol);Phospholipid levels in VLDL;Phospholipid levels in IDL;Cholesteryl ester levels in very small VLDL;Concentration of medium VLDL particles;Cholesteryl esters to total lipids ratio in small VLDL;Total cholesterol minus HDL-C levels;Concentration of small VLDL particles;Cholesterol to total lipids ratio in very small VLDL;Phospholipid levels in large LDL;Triglycerides to total lipids ratio in very small VLDL;Free cholesterol to total lipids ratio in very small VLDL;Cholesteryl esters to total lipids ratio in very small VLDL;Cholesterol to total lipids ratio in large LDL;Total lipid levels in VLDL;Total phospholipid levels in lipoprotein particles;Ratio of linoleic acid to total fatty acids;Triglycerides to total lipids ratio in IDL;Cholesterol to total lipids ratio in IDL;Triglycerides to total lipids ratio in large VLDL;Triglycerides to total lipids ratio in large LDL;Cholesterol to total lipids ratio in large VLDL;Familial combined hyperlipidemia defined by Dutch criteria;Familial combined hyperlipidemia defined by Brunzell criteria;Familial combined hyperlipidemia defined by Consensus criteria;Phospholipids to total lipids ratio in small HDL;Total lipid levels in IDL;Triglycerides to total lipids ratio in very large VLDL	Digestive	1	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	8104	5	1	(-Inf,1]	(1,5]
ABL1-D000086382	ABL1	D000086382	COVID-19	""	Phase III	Phase III	TRUE	TRUE	TRUE		FALSE	FALSE	FALSE		unsupported target	infection, respiratory	FALSE	FALSE	FALSE	FALSE	FALSE	0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1956	2	2	(1,5]	(1,5]
ABL1-D000544	ABL1	D000544	Alzheimer Disease	""	Phase III	Phase III	TRUE	TRUE	TRUE		FALSE	FALSE	FALSE		unsupported target	neurology, psychiatry	FALSE	FALSE	FALSE	FALSE	FALSE	0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1956	2	2	(1,5]	(1,5]
ABL1-D000690	ABL1	D000690	Amyotrophic Lateral Sclerosis	""	Phase I	Phase I	TRUE				FALSE	FALSE	FALSE		unsupported target	neurology, metabolic	FALSE	FALSE	FALSE	FALSE	FALSE	0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1956	2	2	(1,5]	(1,5]
ABL1-D001650	ABL1	D001650	Bile Duct Neoplasms	Phase II	""	Phase II	TRUE	TRUE	FALSE		FALSE	FALSE	FALSE		unsupported target	oncology	FALSE	FALSE	FALSE	FALSE	FALSE	0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1956	2	2	(1,5]	(1,5]
ABL1-D001943	ABL1	D001943	Breast Neoplasms	""	Phase II	Phase II	TRUE	TRUE			FALSE	FALSE	FALSE		unsupported target	oncology	FALSE	FALSE	FALSE	FALSE	FALSE	0	""	""	""	0	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1956	2	2	(1,5]	(1,5]
ABL1-D002289	ABL1	D002289	Carcinoma, Non-Small-Cell Lung	Phase II	""	Phase II	TRUE	TRUE	FALSE		FALSE	FALSE	FALSE		unsupported target	oncology	FALSE	FALSE	FALSE	FALSE	FALSE	0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1956	2	2	(1,5]	(1,5]
ABL1-D003680	ABL1	D003680	Deglutition Disorders	""	Phase I	Phase I	TRUE				FALSE	FALSE	FALSE		unsupported target	digestive	FALSE	FALSE	FALSE	FALSE	FALSE	0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1956	2	2	(1,5]	(1,5]
ABL1-D004938	ABL1	D004938	Esophageal Neoplasms	Phase II	""	Phase II	TRUE	TRUE	FALSE		FALSE	FALSE	FALSE		unsupported target	oncology	FALSE	FALSE	FALSE	FALSE	FALSE	0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1956	2	2	(1,5]	(1,5]
ABL1-D006258	ABL1	D006258	Head and Neck Neoplasms	""	Phase II	Phase II	TRUE	TRUE			FALSE	FALSE	FALSE		unsupported target	oncology	FALSE	FALSE	FALSE	FALSE	FALSE	0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1956	2	2	(1,5]	(1,5]
ABL1-D007674	ABL1	D007674	Kidney Diseases	Preclinical	""	Preclinical	FALSE				FALSE	FALSE	FALSE		unsupported target	other	FALSE	FALSE	FALSE	FALSE	FALSE	0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1956	2	2	(1,5]	(1,5]
ABL1-D007680	ABL1	D007680	Kidney Neoplasms	Phase II	""	Phase II	TRUE	TRUE	FALSE		FALSE	FALSE	FALSE		unsupported target	oncology	FALSE	FALSE	FALSE	FALSE	FALSE	0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1956	2	2	(1,5]	(1,5]
