"id","trait","note"
"UKB-b-16489","Qualifications: College or University degree","6138#1: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-16499","Non-cancer illness code, self-reported: hayfever/allergic rhinitis","20002#1387: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-16508","Treatment/medication code: alendronate sodium","20003#1140922174: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-16522","Illnesses of siblings: Prostate cancer","20111#13: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-16559","Operative procedures - secondary OPCS: Y84.1 Gas and air analgesia in labour","41210#Y841: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-16573","Operative procedures - main OPCS: U21.2 Computed tomography NEC","41200#U212: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-16587","Diagnoses - secondary ICD10: R03.0 Elevated blood-pressure reading, without diagnosis of hypertension","41204#R030: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-16606","Diagnoses - secondary ICD10: I25.8 Other forms of chronic ischaemic heart disease","41204#I258: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-16609","Target heart rate achieved","6034: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-16641","Diagnoses - secondary ICD10: Z90.1 Acquired absence of breast(s)","41204#Z901: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-16652","Non-cancer illness code, self-reported: pleurisy","20002#1125: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-1666","Home location at assessment - east co-ordinate (rounded)","20074: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-16662","Diagnoses - secondary ICD10: I25.2 Old myocardial infarction","41204#I252: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-16665","Operative procedures - main OPCS: Q10.3 Dilation of cervix uteri and curettage of uterus NEC","41200#Q103: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-16671","Attendance/disability/mobility allowance: Attendance allowance","6146#1: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-16677","6mm cylindrical power (right)","5117: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-1668","Diagnoses - main ICD10: I25.1 Atherosclerotic heart disease","41202#I251: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-16698","Arm predicted mass (right)","23122: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-16702","Diagnoses - secondary ICD10: Z91.0 Personal history of allergy, other than to drugs and biological substances","41204#Z910: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-16713","Diagnoses - secondary ICD10: C78.7 Secondary malignant neoplasm of liver","41204#C787: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-16715","Operative procedures - secondary OPCS: Z84.1 Sacroiliac joint","41210#Z841: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-1675","Treatment/medication code: betahistine","20003#1140888688: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-16751","Diagnoses - secondary ICD10: J44.9 Chronic obstructive pulmonary disease, unspecified","41204#J449: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-16781","Diagnoses - main ICD10: G47.3 Sleep apnoea","41202#G473: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-16812","Vitamin and mineral supplements: Multivitamins +/- minerals","6155#7: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-16818","Non-cancer illness code, self-reported: gastro-oesophageal reflux (gord) / gastric reflux","20002#1138: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-16855","Cancer diagnosed by doctor","2453: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-16858","Cough on most days","22502: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-16866","Treatment/medication code: ibuprofen","20003#1140871310: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-16868","Non-cancer illness code, self-reported: migraine","20002#1265: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-16872","Round of numeric memory test","4260: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-16878","Alcohol usually taken with meals","1618: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-16879","Diagnoses - secondary ICD10: N95.0 Postmenopausal bleeding","41204#N950: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-16881","Sitting height","20015: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-16882","Diagnoses - main ICD10: I84.6 Residual haemorrhoidal skin tags","41202#I846: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-16886","Types of transport used (excluding work): Car/motor vehicle","6162#1: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-16890","Cancer code, self-reported: breast cancer","20001#1002: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-16892","Treatment/medication code: evening primrose oil","20003#1140916682: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-16904","Operation code: anterior/posterior repair bladder/uterus","20004#1488: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-16917","Diagnoses - main ICD10: S09.9 Unspecified injury of head","41202#S099: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-16927","Age of primiparous women at birth of child","3872: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-16943","Illnesses of siblings: Parkinson's disease","20111#11: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-16946","Diagnoses - secondary ICD10: R35 Polyuria","41204#R35: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-16956","Treatment/medication code: thyroxine sodium","20003#1140874852: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-16958","Delivery methods: Spontaneous vertex","41221#0: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-16967","Diagnoses - secondary ICD10: Z95.0 Presence of cardiac pacemaker","41204#Z950: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-16989","External causes: Y83.8 Other surgical procedures","41201#Y838: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-16993","Operation code: unclassifiable","20004#99999: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-16998","Duration of walks","874: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-17001","Ever had bowel cancer screening","2345: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-17006","Non-cancer illness code, self-reported: head injury","20002#1266: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-17010","Treatment/medication code: omega-3/fish oil supplement","20003#1193: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-1702","Diagnoses - secondary ICD10: C77.3 Axillary and upper limb lymph nodes","41204#C773: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-17032","Treatment/medication code: diazepam","20003#1140863152: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-17049","Non-cancer illness code, self-reported: tonsiltis","20002#1598: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-1707","Average weekly spirits intake","1598: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-17078","Treatment/medication code: movicol oral powder","20003#1140925800: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-17085","Operative procedures - secondary OPCS: Z48.1 Skin of scalp","41210#Z481: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-17102","External causes: Y83.6 Removal of other organ (partial) (total)","41201#Y836: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-17107","Pain type(s) experienced in last month: Facial pain","6159#2: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-17130","Operative procedures - main OPCS: X29.2 Continuous intravenous infusion of therapeutic substance NEC","41200#X292: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-17133","Operative procedures - secondary OPCS: Z84.3 Hip joint","41210#Z843: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-17174","Type of cancer: ICD10: C44.4 Skin of scalp and neck","40006#C444: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-17191","Operative procedures - secondary OPCS: Y53.1 Approach to organ under radiological control","41210#Y531: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-17194","Eye problems/disorders: Macular degeneration","6148#5: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-17219","Diagnoses - secondary ICD10: J45.9 Asthma, unspecified","41204#J459: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-17241","Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor: Hayfever, allergic rhinitis or eczema","6152#9: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-17243","Non-cancer illness code, self-reported: anxiety/panic attacks","20002#1287: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-17271","Leg predicted mass (left)","23118: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-17277","Operation code: anal surgery","20004#1460: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-17287","Diagnoses - main ICD10: R39.8 Other and unspecified symptoms and signs involving the urinary system","41202#R398: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-17291","Leg pain when walking ever disappears while walking","5496: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-17300","Average monthly red wine intake","4407: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-17309","Diagnoses - secondary ICD10: R00.0 Tachycardia, unspecified","41204#R000: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-17314","Treatment/medication code: venlafaxine","20003#1140916282: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-1732","3mm asymmetry angle (right)","5108: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-17324","Eye problems/disorders: Glaucoma","6148#2: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-1733","6mm regularity index (right)","5161: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-17336","Diagnoses - secondary ICD10: N81.1 Cystocele","41204#N811: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-17360","Illnesses of siblings: None of the above (group 1)","20111#100: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-17371","Treatment/medication code: esomeprazole","20003#1141177526: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-17378","Treatment/medication code: bisoprolol","20003#1140879760: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
"UKB-b-17381","Vitamin and mineral supplements: None of the above","6155#100: Output from GWAS pipeline using Phesant derived variables from UKBiobank"
